SNR (dB),NMSE
0,37.456474526528865
5,37.076728194751475
10,36.942447152258694
12,36.925372768417155
14,36.91036810496085
16,36.898883638961344
18,36.89716539732479
20,36.890136890344735
22,36.889273384327595
24,36.88680570763893
26,36.88581789052017
28,36.886249509364305
30,36.88526487967489
