SNR (dB),NMSE
0,4.630467443598268e-07
5,4.630466235694006e-07
10,4.6304653223137533e-07
12,4.630464634766196e-07
14,4.6304656391341675e-07
16,4.6304657224629565e-07
18,4.6304644605692155e-07
20,4.630465906332439e-07
22,4.6304651945484603e-07
24,4.6304647265354386e-07
26,4.630465767984399e-07
28,4.630465532782617e-07
30,4.630467252906545e-07
