SNR (dB),NMSE
0,4.44660699793078e-08
5,4.446601798478225e-08
10,4.446596498416019e-08
12,4.446593234383312e-08
14,4.4465995909273124e-08
16,4.44660075201832e-08
18,4.446606426545191e-08
20,4.446615139888097e-08
22,4.446617067308823e-08
24,4.4466183972318826e-08
26,4.446623965540522e-08
28,4.446621472296815e-08
30,4.4466286491416244e-08
