SNR (dB),NMSE
0,1.5514884113640703
5,1.0185938739462699
10,0.8215846816370915
12,0.7857108041219891
14,0.7618801157292958
16,0.7463281031651712
18,0.7366023707544859
20,0.7300135437379867
22,0.72626560429732
24,0.7237253087162046
26,0.7220726310975433
28,0.7211495162552805
30,0.7203718022429857
