SNR (dB),NMSE
0,0.9033010436403208
5,0.600185427143707
10,0.48322641675979455
12,0.46105727679857805
14,0.4464202962630654
16,0.4370690857756335
18,0.43097672845173324
20,0.42704016476190854
22,0.4244827986550257
24,0.4228557221684026
26,0.4217558000660955
28,0.4211743656646144
30,0.42065432996298213
