SNR (dB),NMSE
0,9.222199519259343
5,9.22203631216263
10,9.221788422044513
12,9.22175827522147
14,9.2218109221269
16,9.221772490852121
18,9.22179375945226
20,9.221771505385576
22,9.221770269638139
24,9.221756879834162
26,9.221768313559933
28,9.22176484313965
30,9.221760619053805
