SNR (dB),NMSE
0,0.3827380967590626
5,0.36879294658731476
10,0.36176331126079053
12,0.36019848304845037
14,0.3590855607319446
16,0.3582864760673811
18,0.35778443903255414
20,0.3574231322739065
22,0.3571714905725009
24,0.3570034511958097
26,0.3569162101802989
28,0.35681542147174633
30,0.35679480441176864
