SNR (dB),NMSE
0,2.1314390220353476
5,1.8564213960822942
10,1.7578262341349515
12,1.7401439583056277
14,1.728056888826824
16,1.7209148117520423
18,1.7162313352379461
20,1.7130289167632382
22,1.7108633554237846
24,1.7095919359035743
26,1.7090202367153042
28,1.7085774440210366
30,1.7082586844623335
