SNR (dB),NMSE
0,0.0003786878243008159
5,0.0003786878064272679
10,0.00037868778739378456
12,0.00037868779450027113
14,0.00037868780286460954
16,0.0003786878119746207
18,0.0003786877796282439
20,0.0003786878134283058
22,0.000378687771034178
24,0.00037868778284066203
26,0.00037868780802029586
28,0.00037868781258095044
30,0.00037868777515420786
