SNR (dB),NMSE
0,5.254376773446737
5,5.095316999308441
10,5.174450926089324
12,5.105487468519381
14,5.422186252578137
16,5.102766144056622
18,5.111845337186109
20,5.538590998236499
22,5.387519942500145
24,5.259711004060926
26,5.181304913955137
28,5.185694359242916
30,5.250232968417692
