SNR (dB),NMSE
0,56.692751125781555
5,56.69029669763663
10,56.68896489380618
12,56.68904662221732
14,56.68819351602292
16,56.68806412088729
18,56.68837072144168
20,56.687887765050675
22,56.688168124220574
24,56.68809615438862
26,56.6879526870653
28,56.688009037364345
30,56.68805083590048
