SNR (dB),NMSE
0,0.9969944872393988
5,0.9925393437191566
10,0.991194909704583
12,0.990935906482471
14,0.9909484649296874
16,0.9910755485728167
18,0.9909809955220291
20,0.9907878017897561
22,0.9908165911262696
24,0.990749207404336
26,0.990772375624866
28,0.9907793085983575
30,0.9907777509873822
