SNR (dB),NMSE
0,1.0878131975078527
5,1.0809738828181665
10,1.0781313022714316
12,1.077611077080363
14,1.0769828248510664
16,1.076548247375404
18,1.0762528797677153
20,1.0763377654732553
22,1.0761012109430357
24,1.0760557090884795
26,1.0760386217497366
28,1.075906087085219
30,1.0758667562405655
