SNR (dB),NMSE
0,109.73125081928929
5,112.8217624635214
10,112.94016997229238
12,111.20407438884426
14,110.67214725416454
16,114.04403883601321
18,113.48176341187633
20,110.66517240572605
22,111.62680907825136
24,109.70936784890189
26,112.02722344124848
28,116.46439880273049
30,109.12586433542256
