SNR (dB),NMSE
0,0.3682751891667922
5,0.36002136766910553
10,0.35688402740512326
12,0.35605540421962983
14,0.3557674362175707
16,0.3554700267796191
18,0.35566077203977675
20,0.3555796332040312
22,0.35552247082255395
24,0.35555469921132543
26,0.35543396155008616
28,0.35551073915068654
30,0.35554176756406425
